AGI code	Annotation
AT5G43270	 SPL2 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 2); DNA binding [Arabidopsis thaliana] 
AT5G43290	 WRKY49; transcription factor [Arabidopsis thaliana] 
AT5G43380	 TOPP6; protein phosphatase type 1 [Arabidopsis thaliana] 
AT5G43420	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G43520	 unknown protein [Arabidopsis thaliana] 
AT5G43530	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G43540	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G43600	 metallopeptidase [Arabidopsis thaliana] 
AT5G43620	 unknown protein [Arabidopsis thaliana] 
AT5G43630	 nucleic acid binding [Arabidopsis thaliana] 
AT5G43670	 protein binding / transporter [Arabidopsis thaliana] 
AT5G43940	 formaldehyde dehydrogenase (glutathione) [Arabidopsis thaliana] 
AT5G43990	 histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 
AT5G44030	" CESA4 (CELLULASE SYNTHASE 4); transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT5G44160	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G44260	 nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT5G44680	 DNA-3-methyladenine glycosylase I [Arabidopsis thaliana] 
AT5G44770	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G45050	 TTR1; transcription factor [Arabidopsis thaliana] 
AT5G45100	 unknown protein [Arabidopsis thaliana] 
AT5G45105	 cation transporter [Arabidopsis thaliana] 
AT5G45140	 NRPC2; DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT5G45290	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G45550	 unknown protein [Arabidopsis thaliana] 
AT5G45720	 ATP binding / nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] 
AT5G45730	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G46030	 unknown protein [Arabidopsis thaliana] 
AT5G46350	 WRKY8; transcription factor [Arabidopsis thaliana] 
AT5G46650	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G46660	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G46670	 unknown protein [Arabidopsis thaliana] 
AT5G46750	 DNA binding [Arabidopsis thaliana] 
AT5G46840	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G46910	 transcription factor [Arabidopsis thaliana] 
AT5G47050	 ATP binding / shikimate kinase [Arabidopsis thaliana] 
AT5G47080	 CKB1; protein kinase CK2 regulator [Arabidopsis thaliana] 
AT5G47140	 transcription factor [Arabidopsis thaliana] 
AT5G47390	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G47610	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G47930	 structural constituent of ribosome [Arabidopsis thaliana] 
AT5G48030	 GFA2 (GAMETOPHYTIC FACTOR 2); heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G48090	 unknown protein [Arabidopsis thaliana] 
AT5G48160	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G48205	 unknown protein [Arabidopsis thaliana] 
AT5G48320	 unknown protein [Arabidopsis thaliana] 
AT5G48400	 ATGLR1.2 [Arabidopsis thaliana] 
AT5G48410	 ATGLR1.3 [Arabidopsis thaliana] 
AT5G48545	 unknown protein [Arabidopsis thaliana] 
AT5G48655	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G48890	 transcription factor [Arabidopsis thaliana] 
AT5G49030	 ATP binding / isoleucine-tRNA ligase/ tRNA ligase [Arabidopsis thaliana] 
AT5G49200	 nucleic acid binding [Arabidopsis thaliana] 
AT5G49300	 transcription factor [Arabidopsis thaliana] 
AT5G49400	 nucleic acid binding [Arabidopsis thaliana] 
AT5G49520	 WRKY48; transcription factor [Arabidopsis thaliana] 
AT5G49580	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G49665	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G49930	 EMB1441; nucleic acid binding [Arabidopsis thaliana] 
AT5G50020	 metal ion binding [Arabidopsis thaliana] 
AT5G50400	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G50450	 unknown protein [Arabidopsis thaliana] 
AT5G50570	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G50670	 DNA binding [Arabidopsis thaliana] 
AT5G50810	 TIM8; protein translocase [Arabidopsis thaliana] 
AT5G51230	 EMF2 (EMBRYONIC FLOWER 2); transcription factor [Arabidopsis thaliana] 
AT5G51280	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT5G51300	 nucleic acid binding [Arabidopsis thaliana] 
AT5G51450	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G51540	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G51700	 PBS2 (PPHB SUSCEPTIBLE 2) [Arabidopsis thaliana] 
AT5G51740	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G51820	 PGM (PHOSPHOGLUCOMUTASE) [Arabidopsis thaliana] 
AT5G51970	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G51980	 nucleic acid binding [Arabidopsis thaliana] 
AT5G52010	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G52150	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G52380	 nucleic acid binding [Arabidopsis thaliana] 
AT5G52830	 WRKY27; transcription factor [Arabidopsis thaliana] 
AT5G53150	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT5G53170	 FTSH11; ATP-dependent peptidase/ ATPase/ metallopeptidase [Arabidopsis thaliana] 
AT5G53360	 unknown protein [Arabidopsis thaliana] 
AT5G53430	 SDG29 (SET DOMAIN GROUP 29); DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G53910	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G53940	 unknown protein [Arabidopsis thaliana] 
AT5G54020	 unknown protein [Arabidopsis thaliana] 
AT5G54030	 unknown protein [Arabidopsis thaliana] 
AT5G54040	 unknown protein [Arabidopsis thaliana] 
AT5G54050	 unknown protein [Arabidopsis thaliana] 
AT5G54140	 ILL3; metallopeptidase [Arabidopsis thaliana] 
AT5G54260	 MRE11; endonuclease/ exonuclease/ hydrolase/ manganese ion binding / protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G54310	 DNA binding [Arabidopsis thaliana] 
AT5G54340	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G54360	 transcription factor [Arabidopsis thaliana] 
AT5G54470	 transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G54630	 transcription factor [Arabidopsis thaliana] 
AT5G54990	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G55110	 unknown protein [Arabidopsis thaliana] 
AT5G55130	 CNX5; Mo-molybdopterin cofactor sulfurase [Arabidopsis thaliana] 
AT5G55260	 PPX2; protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G55430	 unknown protein [Arabidopsis thaliana] 
AT5G55770	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G55780	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G55800	 unknown protein [Arabidopsis thaliana] 
AT5G55970	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G56200	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G56270	 WRKY2; transcription factor [Arabidopsis thaliana] 
AT5G56330	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT5G56340	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G56650	 ILL1; metallopeptidase [Arabidopsis thaliana] 
AT5G56660	 ILL2; metallopeptidase [Arabidopsis thaliana] 
AT5G56730	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G56840	 DNA binding / nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT5G56860	 transcription factor [Arabidopsis thaliana] 
AT5G56900	 nucleic acid binding [Arabidopsis thaliana] 
AT5G56930	 EMB1789; nucleic acid binding [Arabidopsis thaliana] 
AT5G57040	 catalytic/ lactoylglutathione lyase [Arabidopsis thaliana] 
AT5G57140	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G57520	 ZFP2 (ZINC FINGER PROTEIN 2); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G57570	 unknown protein [Arabidopsis thaliana] 
AT5G57640	 unknown protein [Arabidopsis thaliana] 
AT5G57740	 XBAT32; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G57750	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G57970	 DNA-3-methyladenine glycosylase I [Arabidopsis thaliana] 
AT5G57990	 UBP23 (UBIQUITIN-SPECIFIC PROTEASE 23); cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT5G58200	 unknown protein [Arabidopsis thaliana] 
AT5G58410	 unknown protein [Arabidopsis thaliana] 
AT5G58470	 binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G58580	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G58610	 DNA binding / N-acetyltransferase/ RNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G58620	 transcription factor [Arabidopsis thaliana] 
AT5G58760	 nucleic acid binding / nucleotide binding [Arabidopsis thaliana] 
AT5G58787	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G58870	 FTSH9; ATP-dependent peptidase/ ATPase/ metallopeptidase [Arabidopsis thaliana] 
AT5G59000	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G59160	 TOPP2; protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G59340	 WOX2; transcription factor [Arabidopsis thaliana] 
AT5G59520	" ZIP2; transferase, transferring glycosyl groups / zinc ion transporter [Arabidopsis thaliana] "
AT5G59550	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G59750	" 3,4-dihydroxy-2-butanone-4-phosphate synthase/ GTP cyclohydrolase II [Arabidopsis thaliana] "
AT5G59820	 RHL41 (RESPONSIVE TO HIGH LIGHT 41); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G59920	 ULI3 [Arabidopsis thaliana] 
AT5G59930	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G59940	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G60160	 aminopeptidase I/ aspartyl aminopeptidase [Arabidopsis thaliana] 
AT5G60200	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G60250	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G60410	 ATSIZ1; DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G60470	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G60480	 transcription factor [Arabidopsis thaliana] 
AT5G60580	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G60710	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G60750	 prenyl-dependent CAAX protease [Arabidopsis thaliana] 
AT5G60820	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G60850	 OBP4; DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G61000	 DNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT5G61060	 histone deacetylase [Arabidopsis thaliana] 
AT5G61070	 histone deacetylase [Arabidopsis thaliana] 
AT5G61190	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G61410	 RPE; ribulose-phosphate 3-epimerase [Arabidopsis thaliana] 
AT5G61470	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G61510	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G61620	 transcription factor [Arabidopsis thaliana] 
AT5G61700	" ATATH16; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT5G61730	" ATATH11; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT5G61740	" ATATH14; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT5G61980	 unknown protein [Arabidopsis thaliana] 
AT5G62160	 ZIP12; cation transporter [Arabidopsis thaliana] 
AT5G62460	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G62800	 unknown protein [Arabidopsis thaliana] 
AT5G62910	 unknown protein [Arabidopsis thaliana] 
AT5G62940	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G63110	 HDA6 (HISTONE DEACETYLASE 6); histone deacetylase [Arabidopsis thaliana] 
AT5G63140	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G63160	 protein binding / transcription regulator [Arabidopsis thaliana] 
AT5G63260	 nucleic acid binding [Arabidopsis thaliana] 
AT5G63280	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G63420	 EMB2746; catalytic [Arabidopsis thaliana] 
AT5G63620	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT5G63670	 unknown protein [Arabidopsis thaliana] 
AT5G63700	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G63730	 unknown protein [Arabidopsis thaliana] 
AT5G63750	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G63760	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G63770	 diacylglycerol kinase [Arabidopsis thaliana] 
AT5G63780	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G63870	 PP7; protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT5G63890	 ATHDH (HISTIDINOL DEHYDROGENASE) [Arabidopsis thaliana] 
AT5G63900	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G63920	 DNA binding / DNA topoisomerase/ DNA topoisomerase type I/ nucleic acid binding [Arabidopsis thaliana] 
AT5G64300	" ATGCH; 3,4-dihydroxy-2-butanone-4-phosphate synthase/ GTP cyclohydrolase II [Arabidopsis thaliana] "
AT5G64380	 phosphoric ester hydrolase [Arabidopsis thaliana] 
AT5G64610	 chromatin binding / nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT5G64740	" CESA6 (CELLULASE SYNTHASE 6); transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT5G64810	 WRKY51; transcription factor [Arabidopsis thaliana] 
AT5G64920	 CIP8 (COP1-INTERACTING PROTEIN 8); protein binding / zinc ion binding [Arabidopsis thaliana] 
AT5G65410	 transcription factor [Arabidopsis thaliana] 
AT5G65450	 cysteine-type endopeptidase/ ubiquitin thiolesterase [Arabidopsis thaliana] 
AT5G65590	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G65620	 metalloendopeptidase [Arabidopsis thaliana] 
AT5G65683	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G66070	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G66110	 metal ion binding [Arabidopsis thaliana] 
AT5G66150	 alpha-mannosidase [Arabidopsis thaliana] 
AT5G66160	 JR700; peptidase/ protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G66320	 transcription factor [Arabidopsis thaliana] 
AT5G66510	 unknown protein [Arabidopsis thaliana] 
AT5G66620	 zinc ion binding [Arabidopsis thaliana] 
AT5G66630	 zinc ion binding [Arabidopsis thaliana] 
AT5G66640	 unknown protein [Arabidopsis thaliana] 
AT5G66730	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G66940	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT5G67120	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT5G67330	 ATNRAMP4; manganese ion transporter/ metal ion transporter [Arabidopsis thaliana] 
AT5G67450	 AZF1 (ARABIDOPSIS ZINC-FINGER PROTEIN 1); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT5G67480	 protein binding [Arabidopsis thaliana]
